architecture,workload,runs,idle_avg_ms,stressed_avg_ms,idle_p99_ms,stressed_p99_ms,jitter_delta_ms,efficiency_loss_pct,slowdown_factor,absolute_delta_ms
aarch64,dense_mlp,30,0.08992496666666666,0.11183606666666666,0.2500691666666667,0.4461088666666667,0.03458546666666666,28.731170499999998,1.243659806749998,0.021911100000000003
ppc64le,dense_mlp,30,2.7998323,2.8987751333333334,2.858818266666667,3.2473811,0.03559033333333333,3.781344,1.0353388427347359,0.09894283333333354
x86_64,dense_mlp,30,0.02197263333333333,0.3965668333333333,0.2923039333333334,2.1959511666666667,0.0922231,1362.049231,18.04821603843569,0.3745942
